product_id,title,category,subcategory,brand,condition,condition_score,original_price,selling_price,usage_months,seller_id,publish_date,status,views,favorites,description
P000171,其他 课外读物 9成新,图书教材,课外读物,其他,9成新,8.0,478,320,7,U001728,2020-12-26,在售,452,71,9成新课外读物，使用7个月，保养良好
P000172,其他 小沙发 95新,家具,小沙发,其他,95新,9.0,178,140,22,U001719,2024-05-28,已售出,192,10,95新小沙发，使用22个月，保养良好
P000173,三星 平板电脑 99新,电子产品,平板电脑,三星,99新,9.5,5554,4460,28,U002727,2022-02-27,在售,409,124,99新平板电脑，使用28个月，保养良好
P000174,其他 围巾 9成新,服饰鞋包,围巾,其他,9成新,8.0,360,230,43,U001568,2020-11-26,在售,312,101,9成新围巾，使用43个月，保养良好
P000175,雅依利 吉他 全新,乐器,吉他,雅依利,全新,10.0,1462,1520,16,U001478,2023-12-03,已售出,427,100,全新吉他，使用16个月，保养良好
P000176,Martin 吉他 7成新,乐器,吉他,Martin,7成新,6.0,4106,2120,34,U000153,2022-11-26,已售出,352,116,7成新吉他，使用34个月，保养良好
P000177,其他 台式机 99新,电子产品,台式机,其他,99新,9.5,2197,1920,22,U000405,2022-04-22,已售出,420,7,99新台式机，使用22个月，保养良好
P000178,杂牌 口琴 95新,乐器,口琴,杂牌,95新,9.0,469,360,23,U001019,2022-03-21,已下架,411,12,95新口琴，使用23个月，保养良好
P000179,其他 收纳箱 7成新,生活用品,收纳箱,其他,7成新,6.0,184,80,11,U000858,2023-10-19,已售出,389,102,7成新收纳箱，使用11个月，保养良好
P000180,无品牌 书架 6成新,家具,书架,无品牌,6成新,5.0,305,100,22,U001441,2024-02-15,已售出,172,53,6成新书架，使用22个月，保养良好
P000181,其他 电吹风 全新,生活用品,电吹风,其他,全新,10.0,213,200,40,U002037,2024-04-02,在售,397,97,全新电吹风，使用40个月，保养良好
P000182,其他 英语学习 9成新,图书教材,英语学习,其他,9成新,8.0,229,140,8,U001481,2021-07-24,在售,175,1,9成新英语学习，使用8个月，保养良好
P000183,其他 台式机 95新,电子产品,台式机,其他,95新,9.0,9445,7090,42,U002296,2022-04-30,在售,213,9,95新台式机，使用42个月，保养良好
P000184,无品牌 教材 7成新,图书教材,教材,无品牌,7成新,6.0,123,50,3,U002933,2022-07-29,已售出,213,17,7成新教材，使用3个月，保养良好
P000185,凤凰 自行车 8成新,运动器材,自行车,凤凰,8成新,7.0,1467,800,21,U000921,2023-02-24,在售,135,35,8成新自行车，使用21个月，保养良好
P000186,杂牌 工具书 全新,图书教材,工具书,杂牌,全新,10.0,303,270,12,U000897,2022-01-16,已售出,235,27,全新工具书，使用12个月，保养良好
P000187,杂牌 教材 99新,图书教材,教材,杂牌,99新,9.5,25,20,8,U001798,2022-12-28,已售出,221,23,99新教材，使用8个月，保养良好
P000188,其他 床垫 9成新,家具,床垫,其他,9成新,8.0,371,240,25,U001072,2022-09-16,已售出,230,47,9成新床垫，使用25个月，保养良好
P000189,杂牌 台灯 8成新,生活用品,台灯,杂牌,8成新,7.0,121,60,45,U000551,2022-06-21,已售出,417,137,8成新台灯，使用45个月，保养良好
P000190,无品牌 鞋子 6成新,服饰鞋包,鞋子,无品牌,6成新,5.0,309,100,35,U001285,2021-04-03,已售出,378,44,6成新鞋子，使用35个月，保养良好
P000191,无品牌 架子鼓 9成新,乐器,架子鼓,无品牌,9成新,8.0,187,120,4,U001886,2024-02-20,已下架,264,75,9成新架子鼓，使用4个月，保养良好
P000192,美利达 自行车 全新,运动器材,自行车,美利达,全新,10.0,1446,1360,42,U000236,2022-08-13,已下架,454,37,全新自行车，使用42个月，保养良好
P000193,无品牌 音箱 7成新,电子产品,音箱,无品牌,7成新,6.0,191,80,47,U000113,2024-01-08,已下架,230,17,7成新音箱，使用47个月，保养良好
P000194,其他 篮球 9成新,运动器材,篮球,其他,9成新,8.0,208,140,44,U001248,2022-07-09,已售出,301,65,9成新篮球，使用44个月，保养良好
P000195,其他 篮球 7成新,运动器材,篮球,其他,7成新,6.0,350,130,1,U002497,2020-12-18,已售出,310,15,7成新篮球，使用1个月，保养良好
P000196,其他 书桌 全新,家具,书桌,其他,全新,10.0,742,690,11,U000798,2022-01-23,在售,437,46,全新书桌，使用11个月，保养良好
P000197,其他 智能手表 全新,电子产品,智能手表,其他,全新,10.0,219,190,26,U002352,2022-11-03,已售出,205,60,全新智能手表，使用26个月，保养良好
P000198,杂牌 课外读物 99新,图书教材,课外读物,杂牌,99新,9.5,99,80,3,U002897,2023-01-30,已售出,265,11,99新课外读物，使用3个月，保养良好
P000199,杂牌 英语学习 99新,图书教材,英语学习,杂牌,99新,9.5,166,140,11,U002593,2021-02-15,已售出,241,12,99新英语学习，使用11个月，保养良好
P000200,无品牌 背包 8成新,服饰鞋包,背包,无品牌,8成新,7.0,81,40,4,U002797,2022-10-05,在售,96,0,8成新背包，使用4个月，保养良好
P000201,无品牌 外套 95新,服饰鞋包,外套,无品牌,95新,9.0,246,180,37,U002308,2022-10-08,在售,499,44,95新外套，使用37个月，保养良好
P000202,其他 工具书 9成新,图书教材,工具书,其他,9成新,8.0,143,90,6,U000398,2021-07-14,已售出,303,22,9成新工具书，使用6个月，保养良好
P000203,无品牌 瑜伽垫 8成新,运动器材,瑜伽垫,无品牌,8成新,7.0,126,70,29,U000125,2024-02-27,在售,488,137,8成新瑜伽垫，使用29个月，保养良好
P000204,杂牌 书桌 95新,家具,书桌,杂牌,95新,9.0,310,230,12,U002418,2023-07-29,在售,470,25,95新书桌，使用12个月，保养良好
P000205,其他 篮球 99新,运动器材,篮球,其他,99新,9.5,363,330,30,U002698,2023-09-28,已售出,411,114,99新篮球，使用30个月，保养良好
P000206,无品牌 键盘鼠标 95新,电子产品,键盘鼠标,无品牌,95新,9.0,176,130,16,U002011,2021-09-21,已售出,31,5,95新键盘鼠标，使用16个月，保养良好
P000207,其他 智能手表 7成新,电子产品,智能手表,其他,7成新,6.0,436,190,7,U002130,2021-03-06,已售出,476,134,7成新智能手表，使用7个月，保养良好
P000208,其他 围巾 8成新,服饰鞋包,围巾,其他,8成新,7.0,317,160,35,U002635,2021-10-17,已售出,174,8,8成新围巾，使用35个月，保养良好
P000209,无品牌 滑板 95新,运动器材,滑板,无品牌,95新,9.0,370,270,28,U001545,2021-02-16,已下架,22,7,95新滑板，使用28个月，保养良好
P000210,其他 音箱 9成新,电子产品,音箱,其他,9成新,8.0,362,230,32,U001177,2020-12-22,在售,106,5,9成新音箱，使用32个月，保养良好
P000211,其他 衣架 8成新,生活用品,衣架,其他,8成新,7.0,327,150,21,U000197,2023-08-31,在售,34,4,8成新衣架，使用21个月，保养良好
P000212,杂牌 篮球 8成新,运动器材,篮球,杂牌,8成新,7.0,76,40,44,U001777,2023-07-09,在售,270,47,8成新篮球，使用44个月，保养良好
P000213,Fender 吉他 全新,乐器,吉他,Fender,全新,10.0,4245,5610,46,U001312,2021-01-28,已售出,263,26,全新吉他，使用46个月，保养良好
P000214,其他 T恤 全新,服饰鞋包,T恤,其他,全新,10.0,73,80,14,U002824,2021-04-27,已售出,12,1,全新T恤，使用14个月，保养良好
P000215,无品牌 电子琴 9成新,乐器,电子琴,无品牌,9成新,8.0,473,290,26,U000184,2021-07-17,在售,316,31,9成新电子琴，使用26个月，保养良好
P000216,杂牌 T恤 9成新,服饰鞋包,T恤,杂牌,9成新,8.0,398,260,41,U001269,2021-10-25,已售出,219,1,9成新T恤，使用41个月，保养良好
P000217,杂牌 滑板 9成新,运动器材,滑板,杂牌,9成新,8.0,192,130,13,U002000,2022-02-02,在售,330,88,9成新滑板，使用13个月，保养良好
P000218,永久 自行车 99新,运动器材,自行车,永久,99新,9.5,1657,1460,5,U002612,2021-04-23,在售,91,28,99新自行车，使用5个月，保养良好
P000219,无品牌 衣柜 99新,家具,衣柜,无品牌,99新,9.5,324,270,48,U001051,2024-06-26,已售出,155,34,99新衣柜，使用48个月，保养良好
P000220,其他 床上用品 95新,生活用品,床上用品,其他,95新,9.0,105,80,26,U000828,2021-02-25,已下架,112,8,95新床上用品，使用26个月，保养良好
P000221,杂牌 外套 9成新,服饰鞋包,外套,杂牌,9成新,8.0,105,60,3,U001590,2021-09-13,在售,400,17,9成新外套，使用3个月，保养良好
P000222,其他 专业书籍 95新,图书教材,专业书籍,其他,95新,9.0,274,220,8,U002446,2020-11-24,已售出,403,53,95新专业书籍，使用8个月，保养良好
P000223,无品牌 电子琴 8成新,乐器,电子琴,无品牌,8成新,7.0,57,30,22,U001028,2021-08-26,已售出,246,25,8成新电子琴，使用22个月，保养良好
P000224,卡马 吉他 9成新,乐器,吉他,卡马,9成新,8.0,1754,1240,33,U000261,2021-12-06,在售,331,24,9成新吉他，使用33个月，保养良好
P000225,其他 洗漱用品 9成新,生活用品,洗漱用品,其他,9成新,8.0,62,40,5,U001007,2024-01-16,已售出,295,20,9成新洗漱用品，使用5个月，保养良好
P000226,杂牌 小说 全新,图书教材,小说,杂牌,全新,10.0,107,110,7,U002122,2023-08-31,在售,326,92,全新小说，使用7个月，保养良好
P000227,杂牌 工具书 95新,图书教材,工具书,杂牌,95新,9.0,69,50,2,U002803,2021-12-23,在售,205,0,95新工具书，使用2个月，保养良好
P000228,杂牌 外套 6成新,服饰鞋包,外套,杂牌,6成新,5.0,340,90,15,U002574,2020-11-12,在售,20,5,6成新外套，使用15个月，保养良好
P000229,其他 衣柜 7成新,家具,衣柜,其他,7成新,6.0,247,90,40,U001585,2023-03-10,已售出,359,62,7成新衣柜，使用40个月，保养良好
P000230,杂牌 背包 7成新,服饰鞋包,背包,杂牌,7成新,6.0,282,110,10,U001861,2023-09-04,已售出,124,9,7成新背包，使用10个月，保养良好
P000231,其他 洗漱用品 99新,生活用品,洗漱用品,其他,99新,9.5,248,230,11,U001508,2020-10-13,已售出,422,76,99新洗漱用品，使用11个月，保养良好
P000232,杂牌 教材 9成新,图书教材,教材,杂牌,9成新,8.0,78,60,3,U002567,2022-08-24,已售出,492,103,9成新教材，使用3个月，保养良好
P000233,杂牌 跑步机 7成新,运动器材,跑步机,杂牌,7成新,6.0,281,110,25,U001899,2022-09-15,已售出,176,42,7成新跑步机，使用25个月，保养良好
P000234,其他 篮球 8成新,运动器材,篮球,其他,8成新,7.0,155,70,46,U000783,2023-11-09,已售出,495,158,8成新篮球，使用46个月，保养良好
P000235,其他 收纳箱 6成新,生活用品,收纳箱,其他,6成新,5.0,441,140,24,U002638,2022-05-22,已售出,211,18,6成新收纳箱，使用24个月，保养良好
P000236,迪卡侬 自行车 7成新,运动器材,自行车,迪卡侬,7成新,6.0,1226,470,40,U001689,2020-12-14,已售出,121,21,7成新自行车，使用40个月，保养良好
P000237,其他 鞋子 9成新,服饰鞋包,鞋子,其他,9成新,8.0,314,200,29,U000098,2021-10-28,已售出,300,85,9成新鞋子，使用29个月，保养良好
P000238,其他 英语学习 7成新,图书教材,英语学习,其他,7成新,6.0,338,140,11,U001647,2023-11-22,已售出,87,13,7成新英语学习，使用11个月，保养良好
P000239,无品牌 收纳箱 6成新,生活用品,收纳箱,无品牌,6成新,5.0,428,120,32,U001296,2024-02-03,在售,356,12,6成新收纳箱，使用32个月，保养良好
P000240,无品牌 书桌 全新,家具,书桌,无品牌,全新,10.0,208,210,4,U001358,2021-03-04,已售出,486,91,全新书桌，使用4个月，保养良好
P000241,无品牌 工具书 99新,图书教材,工具书,无品牌,99新,9.5,207,190,6,U002553,2022-06-09,已下架,253,43,99新工具书，使用6个月，保养良好
P000242,杂牌 尤克里里 95新,乐器,尤克里里,杂牌,95新,9.0,101,80,11,U000623,2021-08-01,已售出,70,17,95新尤克里里，使用11个月，保养良好
P000243,无品牌 帽子 8成新,服饰鞋包,帽子,无品牌,8成新,7.0,332,170,45,U001152,2022-01-24,在售,349,18,8成新帽子，使用45个月，保养良好
P000244,捷安特 自行车 99新,运动器材,自行车,捷安特,99新,9.5,1080,910,31,U000699,2020-10-11,已售出,486,112,99新自行车，使用31个月，保养良好
P000245,无品牌 围巾 9成新,服饰鞋包,围巾,无品牌,9成新,8.0,60,40,43,U002322,2022-08-06,已售出,53,11,9成新围巾，使用43个月，保养良好
P000246,华硕 笔记本电脑 8成新,电子产品,笔记本电脑,华硕,8成新,7.0,7916,4100,10,U000455,2024-06-01,已售出,334,41,8成新笔记本电脑，使用10个月，保养良好
P000247,无品牌 洗漱用品 95新,生活用品,洗漱用品,无品牌,95新,9.0,358,290,32,U000066,2024-02-26,已售出,96,23,95新洗漱用品，使用32个月，保养良好
P000248,无品牌 书架 8成新,家具,书架,无品牌,8成新,7.0,193,110,2,U002006,2022-06-15,在售,36,10,8成新书架，使用2个月，保养良好
P000249,杂牌 工具书 95新,图书教材,工具书,杂牌,95新,9.0,279,230,6,U000166,2022-03-13,已下架,347,10,95新工具书，使用6个月，保养良好
P000250,无品牌 衣架 99新,生活用品,衣架,无品牌,99新,9.5,496,460,40,U000044,2023-11-19,在售,164,24,99新衣架，使用40个月，保养良好
P000251,杂牌 专业书籍 9成新,图书教材,专业书籍,杂牌,9成新,8.0,68,50,5,U002855,2022-10-09,已售出,197,65,9成新专业书籍，使用5个月，保养良好
P000252,杂牌 衣柜 7成新,家具,衣柜,杂牌,7成新,6.0,225,80,23,U002946,2022-02-18,已售出,260,36,7成新衣柜，使用23个月，保养良好
P000253,杂牌 电吹风 7成新,生活用品,电吹风,杂牌,7成新,6.0,71,30,21,U002085,2021-04-21,在售,425,32,7成新电吹风，使用21个月，保养良好
P000254,无品牌 书桌 全新,家具,书桌,无品牌,全新,10.0,381,350,10,U002343,2021-12-30,在售,452,19,全新书桌，使用10个月，保养良好
P000255,三星 手机 6成新,电子产品,手机,三星,6成新,5.0,7058,1940,38,U002565,2023-04-02,已售出,412,27,6成新手机，使用38个月，保养良好
P000256,无品牌 外套 7成新,服饰鞋包,外套,无品牌,7成新,6.0,121,50,48,U000333,2021-09-16,在售,377,121,7成新外套，使用48个月，保养良好
P000257,一加 手机 6成新,电子产品,手机,一加,6成新,5.0,7616,2160,4,U002937,2021-02-10,已售出,174,40,6成新手机，使用4个月，保养良好
P000258,杂牌 鞋子 6成新,服饰鞋包,鞋子,杂牌,6成新,5.0,151,50,32,U002480,2021-09-17,已下架,157,46,6成新鞋子，使用32个月，保养良好
P000259,无品牌 架子鼓 9成新,乐器,架子鼓,无品牌,9成新,8.0,144,90,6,U000721,2021-10-10,已售出,83,17,9成新架子鼓，使用6个月，保养良好
P000260,其他 鞋子 全新,服饰鞋包,鞋子,其他,全新,10.0,409,410,13,U000767,2022-06-21,已售出,93,25,全新鞋子，使用13个月，保养良好
P000261,杂牌 架子鼓 8成新,乐器,架子鼓,杂牌,8成新,7.0,261,130,19,U000894,2023-01-22,已售出,432,88,8成新架子鼓，使用19个月，保养良好
P000262,其他 尤克里里 全新,乐器,尤克里里,其他,全新,10.0,385,390,44,U001031,2022-03-31,在售,43,0,全新尤克里里，使用44个月，保养良好
P000263,杂牌 智能手表 7成新,电子产品,智能手表,杂牌,7成新,6.0,80,30,28,U000328,2024-06-12,已下架,16,5,7成新智能手表，使用28个月，保养良好
P000264,Martin 吉他 8成新,乐器,吉他,Martin,8成新,7.0,3461,2190,5,U002332,2022-02-20,已售出,240,45,8成新吉他，使用5个月，保养良好
P000265,杂牌 口琴 9成新,乐器,口琴,杂牌,9成新,8.0,203,140,21,U002237,2021-09-25,已售出,310,21,9成新口琴，使用21个月，保养良好
P000266,杂牌 音箱 9成新,电子产品,音箱,杂牌,9成新,8.0,500,320,26,U001900,2023-04-10,已下架,88,4,9成新音箱，使用26个月，保养良好
P000267,杂牌 口琴 全新,乐器,口琴,杂牌,全新,10.0,497,440,21,U001563,2024-03-18,在售,214,46,全新口琴，使用21个月，保养良好
P000268,其他 移动电源 99新,电子产品,移动电源,其他,99新,9.5,127,110,12,U000889,2021-03-14,在售,210,60,99新移动电源，使用12个月，保养良好
P000269,杂牌 英语学习 99新,图书教材,英语学习,杂牌,99新,9.5,61,50,3,U001244,2023-10-01,已售出,126,12,99新英语学习，使用3个月，保养良好
P000270,其他 哑铃 9成新,运动器材,哑铃,其他,9成新,8.0,271,170,11,U001997,2024-05-26,在售,190,13,9成新哑铃，使用11个月，保养良好
P000271,其他 音箱 9成新,电子产品,音箱,其他,9成新,8.0,361,220,16,U002125,2023-06-10,已售出,223,62,9成新音箱，使用16个月，保养良好
P000272,漫步者 耳机 99新,电子产品,耳机,漫步者,99新,9.5,793,690,44,U002534,2023-01-27,在售,316,16,99新耳机，使用44个月，保养良好
